time,temperature_2m_max,temperature_2m_min,precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant,et0_fao_evapotranspiration (mm)
06-02-2020,28.9,22.3,0,0,16.1,143,4.59
07-02-2020,29,23.9,0,0,22.2,145,5.08
08-02-2020,29.1,23.6,0,0,20.5,149,5.07
09-02-2020,28.3,25.6,0.8,7,17.1,105,4.39
10-02-2020,29.1,24.9,0,0,16.9,78,5.52
11-02-2020,28.9,24.3,0.2,2,19.1,73,4.51
12-02-2020,29.1,24.6,0.5,5,18.7,55,4.54
13-02-2020,29.7,23.8,0,0,17.3,49,4.76
14-02-2020,30.5,21.3,0,0,15.5,100,4.92
15-02-2020,29.8,20.4,0,0,11.9,127,4.95
16-02-2020,28.6,21.2,0,0,12.4,115,4.86
17-02-2020,29,22.1,0,0,12.1,103,4.96
18-02-2020,29,20.9,0,0,13.8,128,5
19-02-2020,28.9,22.4,0,0,14.2,97,5.02
20-02-2020,29.4,22.5,0,0,14.8,94,5.24
21-02-2020,29.9,21.6,0,0,18.8,60,5.19
22-02-2020,29.8,25.1,0.3,2,21.1,63,4.85
23-02-2020,29.4,24.5,0.8,8,18,78,4.58
24-02-2020,29.8,22.9,0,0,14.1,98,4.58
25-02-2020,30.1,24.9,0.1,1,17.1,130,4.89
26-02-2020,30,24.9,0.4,3,15.8,120,4.61
27-02-2020,29.9,24.6,0.2,2,16.6,90,4.87
28-02-2020,29.7,25.2,0.3,3,17.4,101,4.82
29-02-2020,29.6,24.1,0.5,4,16.3,108,4.8
01-03-2020,29.7,24.7,0.2,2,15.1,111,5.13
02-03-2020,29.4,23.3,0,0,15.6,111,4.67
03-03-2020,30.9,23.5,0,0,15.7,115,5.32
04-03-2020,30.9,23.1,0,0,20.2,145,4.99
05-03-2020,30.4,23.8,0,0,24.7,164,4.98
06-03-2020,29.9,25.1,0.6,4,22.5,158,4.46
07-03-2020,29.5,26.3,0.7,4,23.8,153,4.54
08-03-2020,29.8,25,0.2,1,19.4,129,5.02
09-03-2020,30.3,23.8,0,0,17.1,139,5.15
10-03-2020,30.5,24.9,0,0,17.9,141,5.42
11-03-2020,30.1,24.2,0,0,22.6,153,5.11
12-03-2020,31,24.1,0,0,20,151,5.15
13-03-2020,30.7,24.2,0,0,16.9,127,5.15
14-03-2020,30.8,24.3,0,0,16.4,110,5.14
15-03-2020,30.7,24.4,0,0,15.2,99,5.47
16-03-2020,31.2,26.2,0,0,16,85,5.42
17-03-2020,31.3,24.8,0,0,15.3,123,5.27
18-03-2020,31.5,24.4,0,0,16.3,134,5.28
19-03-2020,32.2,25.2,0,0,21.6,156,5.54
20-03-2020,31.5,24.1,0,0,23.2,153,5.43
21-03-2020,31.7,25.2,0,0,25.4,164,5.38
22-03-2020,31.5,25.7,0,0,21,154,5.3
23-03-2020,31.3,25.3,0,0,20,148,5.62
24-03-2020,31.1,24.6,0,0,16.5,130,5.48
25-03-2020,31.3,24.1,0,0,16.8,142,5.52
26-03-2020,31.6,24.4,0,0,15.7,114,5.45
27-03-2020,31.7,24.8,0,0,16.5,134,5.59
28-03-2020,32.1,23.1,0,0,16.5,147,5.74
29-03-2020,32.3,23.1,0,0,18.9,160,5.76
30-03-2020,31.4,22.7,0,0,17.3,156,5.51
31-03-2020,32,22.9,0,0,15.8,151,5.55
01-04-2020,32.7,23.7,0,0,18.2,158,5.68
02-04-2020,33,24.8,0,0,21,168,5.73
03-04-2020,32.3,25.6,0,0,22,152,5.89
04-04-2020,32.1,25,0,0,18.6,137,5.83
05-04-2020,32.2,26.7,1,5,19.7,156,5.34
06-04-2020,32.7,27,1.3,8,22.5,158,5.31
07-04-2020,32.4,27,0.6,3,24.6,166,5.13
08-04-2020,33.1,27.1,0.8,4,24.9,171,5.41
09-04-2020,32,27.3,1.5,7,20,159,4.73
10-04-2020,32.6,25.8,0.1,1,20.2,149,5.68
11-04-2020,32.1,26.8,0.3,3,15.7,131,5.55
12-04-2020,32.3,25.1,0,0,17.8,152,5.52
13-04-2020,32.3,24.5,0,0,19.3,160,5.72
14-04-2020,32.3,24.3,0,0,17.2,143,5.75
15-04-2020,32.4,25.3,0,0,19.3,150,5.84
16-04-2020,32.8,25.1,0,0,23.6,163,5.79
17-04-2020,33.1,26.8,0,0,25.3,162,5.87
18-04-2020,32.8,26.6,0.2,2,23.2,161,5.85
19-04-2020,32.8,27.1,0.2,2,20.5,149,5.84
20-04-2020,33,27,0.2,2,19.9,148,5.87
21-04-2020,32.8,26.2,0,0,19,153,5.87
22-04-2020,33.3,26.3,0.2,2,27.1,165,5.71
23-04-2020,33.4,27,0,0,24.5,164,5.83
24-04-2020,33.5,27.1,0.2,2,26.9,172,5.93
25-04-2020,34.5,28.2,0,0,26.3,168,5.84
26-04-2020,33.6,26.7,0.5,5,25.7,167,5.27
27-04-2020,32.9,28.2,2.9,7,19.4,158,5.02
28-04-2020,32.7,27.9,0.9,5,19.2,158,5.23
29-04-2020,34.2,27.3,0,0,14.8,189,4.19
30-04-2020,33,26.9,0.3,3,21.4,157,5.35
01-05-2020,34,27.2,0,0,21,163,5.69
02-05-2020,33.7,27.3,0,0,20.9,160,5.48
03-05-2020,33.7,27.5,0,0,23.2,163,5.81
04-05-2020,33.5,26.4,0,0,23.7,161,5.93
05-05-2020,33.6,27.4,0,0,23.5,163,5.77
06-05-2020,33.4,27.2,0,0,23.7,165,6.03
07-05-2020,33.7,27.2,0.2,1,25,159,5.6
08-05-2020,33.9,27.5,0.2,2,21.2,160,5.74
09-05-2020,33.7,27.7,0,0,20.5,155,5.8
10-05-2020,33.5,27.1,0,0,17.3,144,5.68
11-05-2020,33.4,27.2,0.3,2,14.8,129,5.52
12-05-2020,31.1,27.7,1,4,16.5,130,3.4
13-05-2020,33.3,26.9,0,0,15.8,136,5.28
14-05-2020,33.3,27.4,0.2,2,16.7,99,5.33
15-05-2020,33.9,26.8,0.7,7,20,40,5.47
16-05-2020,35.4,27.3,0.1,1,21.9,29,5.87
17-05-2020,34.9,27.2,0,0,20.1,12,4.37
18-05-2020,38.7,28.5,0.4,3,18.5,315,5.4
19-05-2020,41.9,28.7,0.1,1,25.1,263,7.17
20-05-2020,41.6,30.5,0,0,23.8,233,7.89
21-05-2020,38.8,30.1,0,0,29.7,197,7.15
22-05-2020,38.1,28.8,0,0,21.2,181,6.58
23-05-2020,35.3,28.6,0,0,24.4,167,6.19
24-05-2020,34.2,28.6,0.2,1,23.4,159,5.68
25-05-2020,34,28.6,0.1,1,21.7,155,5.78
26-05-2020,33.9,28.5,1.1,5,25.3,159,5.64
27-05-2020,34.6,28.9,0.2,1,26.4,168,5.77
28-05-2020,35.4,28.9,0,0,26.9,176,6.26
29-05-2020,35.7,29,0,0,24.2,177,6.58
30-05-2020,33.5,29.1,0,0,21.6,168,4.93
31-05-2020,33.8,28.6,0,0,25.7,171,6.17
01-06-2020,34.9,28.9,0,0,23,177,5.62
02-06-2020,34.5,28.5,0.7,2,22.8,182,5.49
03-06-2020,35.7,28.5,0,0,26.1,183,6.71
04-06-2020,35.8,28.7,0,0,25.1,181,6.6
05-06-2020,36.3,29.8,0.7,3,21.9,190,6.18
06-06-2020,36.5,27.8,2.2,3,21.7,194,6.16
07-06-2020,36.8,29.2,0,0,25.2,230,6.11
08-06-2020,37.1,28.8,0.1,1,18,203,6.86
09-06-2020,36.8,28.5,0,0,19.1,190,4.63
10-06-2020,33.5,27.3,0.8,2,17.7,236,3.87
11-06-2020,34.9,26.7,1.2,8,24.5,274,4.85
12-06-2020,36.3,27.7,0,0,27.8,244,6.32
13-06-2020,36.1,28.7,0.7,4,26.8,204,6.99
14-06-2020,36.9,29,0.7,3,22.1,209,6.21
15-06-2020,38.4,30,1.9,3,22,225,6.76
16-06-2020,37.1,28.9,0,0,24,192,6.39
17-06-2020,36.8,28.3,0.5,3,23.8,194,6.21
18-06-2020,36.7,29.7,0.3,1,17.2,212,5.6
19-06-2020,37.2,29.3,0.3,3,20.7,196,6.36
20-06-2020,36.9,28.5,0.4,3,22.1,217,5.59
21-06-2020,36.7,27.9,0.4,3,14.6,220,4.19
22-06-2020,36.2,26.5,7.1,8,18.2,218,5.55
23-06-2020,33.4,25.8,8.1,8,16.5,201,5.21
24-06-2020,32.5,25.9,2.5,4,13.2,196,5.13
25-06-2020,30.7,26.1,1.3,6,15.8,154,4.81
26-06-2020,31.2,25.6,3.3,8,20.6,171,4.99
27-06-2020,32.7,26.9,2.1,8,15.3,171,5.24
28-06-2020,32.3,27.1,2.8,8,15.6,195,4.86
29-06-2020,31.3,26.6,5.7,5,13.7,180,4.86
30-06-2020,31.7,25.9,10.3,14,15.9,203,4.76
01-07-2020,32.8,25.7,7.1,9,13.6,201,3.89
02-07-2020,31.1,26.6,4.9,12,18.5,235,3.02
03-07-2020,32.6,25.8,1.8,8,17.1,218,4.33
04-07-2020,31.6,25.6,1.7,7,19.9,217,3.96
05-07-2020,32.3,26.7,0,0,17.7,208,3.59
06-07-2020,33.4,26.8,1.4,4,18.2,210,4.27
07-07-2020,34.6,26.8,2.6,4,17.4,206,5.36
08-07-2020,31.9,25.9,5.8,7,15.9,182,4.32
09-07-2020,31.3,25.6,17,14,13.8,186,4.53
10-07-2020,32.3,25,22.2,9,15.8,241,4.63
11-07-2020,30.1,25.4,5.4,11,15.5,204,3.21
12-07-2020,33.6,26.4,5.7,6,14.1,220,5.24
13-07-2020,32,24.9,5.8,14,13.7,203,4.62
14-07-2020,31.8,26.8,0.8,2,12.1,225,3.57
15-07-2020,32.4,26.1,4,4,15.6,219,4.39
16-07-2020,31.7,26.1,0.8,4,17,211,3.47
17-07-2020,32.6,25.8,1.1,3,15.4,213,4.89
18-07-2020,32,26.5,0,0,15.3,204,4.01
19-07-2020,30.4,26.1,3.9,13,15.8,183,3.97
20-07-2020,30.6,25.8,6.6,13,22.9,186,4.61
21-07-2020,30.7,26.8,0.5,4,18.9,166,4.8
22-07-2020,31.4,26.9,0.7,3,21.2,181,4.98
23-07-2020,31.8,25.8,11.9,6,18.8,185,4.64
24-07-2020,31.6,25.1,9.7,7,19.6,187,4.56
25-07-2020,31.9,25.2,2.3,7,13.8,233,4.58
26-07-2020,32.1,25.1,0.3,2,13.6,244,5.04
27-07-2020,32.5,26.5,5.5,7,8.6,221,4.54
28-07-2020,33.3,25.4,13.2,12,13.3,239,4.79
29-07-2020,31.1,25.1,25.1,18,13.2,241,3.29
30-07-2020,32.4,26,8.9,7,13.6,195,4.93
31-07-2020,32.2,25.6,5.2,7,17.3,201,5.03
01-08-2020,32.5,25.9,0.6,5,17.7,223,4.83
02-08-2020,32.6,26.5,8.2,10,15.8,244,4.58
03-08-2020,31.2,25.4,1.5,4,18.9,229,2.84
04-08-2020,31.5,27.1,0.7,4,15.8,243,3.63
05-08-2020,29.5,25.3,3.5,5,23.7,216,2.8
06-08-2020,33,26.6,0,0,21.3,203,5.34
07-08-2020,34.1,26.7,1.3,1,18.9,236,5.27
08-08-2020,33.3,27.7,0.8,2,22.1,257,5.22
09-08-2020,30.3,25.6,5.4,12,20.6,230,3.4
10-08-2020,32.2,25.3,9.9,12,17.8,240,4.33
11-08-2020,33.9,26.1,4.7,6,20,243,5.24
12-08-2020,32.5,25.9,0.5,3,16.6,228,3.37
13-08-2020,32.6,26.7,0.1,1,17,246,4.04
14-08-2020,31.8,26.5,0.3,3,15.1,225,3.27
15-08-2020,32.1,26.6,0,0,16.3,230,3.75
16-08-2020,31.7,25.9,1.4,6,13,245,4.14
17-08-2020,31.9,25.1,2.8,11,14.9,214,3.35
18-08-2020,33.3,26.5,3.3,3,13.9,236,3.9
19-08-2020,33.4,26.6,0,0,15.8,241,4.53
20-08-2020,31.5,27.7,0,0,14.5,206,3.21
21-08-2020,32.5,26.9,0.9,4,16.9,187,4.78
22-08-2020,31.9,26.3,6.3,9,16.8,178,4.68
23-08-2020,32.5,25.4,7.1,15,19.9,198,4.86
24-08-2020,31.1,24.9,9.7,9,14.3,177,4.44
25-08-2020,30.3,26.3,3.3,5,10.9,177,3.61
26-08-2020,32,26.2,3.7,6,12.7,204,3.95
27-08-2020,32.8,25.3,1.5,5,13.7,200,4.69
28-08-2020,32.7,26,2.3,8,14.6,185,5.1
29-08-2020,31.6,26.3,2,5,13.6,173,4.7
30-08-2020,31.3,25.2,6.8,11,12.8,99,4.83
31-08-2020,32.5,24.9,7.2,10,16.3,9,4.95
01-09-2020,31.7,25.5,12.4,13,13.7,239,4.18
02-09-2020,30.1,25.6,17,12,13.2,135,4.16
03-09-2020,30.4,25.1,0.3,3,13.2,130,4.77
04-09-2020,29.7,25.4,3.2,9,15.1,120,4.64
05-09-2020,30.5,25.7,0.9,8,15.3,128,4.71
06-09-2020,30.5,26,4.3,12,23.4,157,4.81
07-09-2020,31.1,25.4,1.9,6,11.8,177,4.51
08-09-2020,32.3,26.1,5.3,7,10.5,182,4.91
09-09-2020,30.9,25.8,5.3,11,14.6,186,4.23
10-09-2020,30.3,25.5,2.2,10,17.2,205,3.03
11-09-2020,31.1,26.3,1.1,5,15.5,226,3.43
12-09-2020,29.1,25.2,7,20,14.1,218,2.35
13-09-2020,27.5,25.2,24.6,22,18.1,231,1.67
14-09-2020,30.2,24.5,4.4,8,16.6,240,3.02
15-09-2020,31.1,26,3.8,3,16.7,231,3.95
16-09-2020,32.1,25.4,4.6,9,15.7,228,4.63
17-09-2020,32.4,26.2,1.5,7,13.2,242,4.55
18-09-2020,31.8,26,11.3,9,15.3,248,4
19-09-2020,27.8,24.3,13.9,23,16.4,239,1.85
20-09-2020,30.1,25.5,0.9,5,24.7,235,3.48
21-09-2020,29.7,25.7,0,0,17.9,212,2.79
22-09-2020,32.8,25.7,0.1,1,22.9,199,5.25
23-09-2020,33.2,25.5,0.2,2,18,206,5.62
24-09-2020,33.4,26.2,0,0,13.8,182,5.3
25-09-2020,31.2,26.8,5.3,11,20.9,191,4.51
26-09-2020,31.8,25.9,2.4,15,12.2,228,4.13
27-09-2020,31.9,25.4,2.4,7,10.9,192,3.89
28-09-2020,32.3,26,1.6,8,12.6,225,4.55
29-09-2020,33.2,24,24.1,10,15.3,245,4.79
30-09-2020,29.8,24.3,3.6,10,13.7,266,3.06
01-10-2020,31.5,24.4,11.3,6,17,286,4.29
02-10-2020,32.8,25.6,0.5,4,13.4,235,5.22
03-10-2020,33.5,26.5,0.1,1,16.6,254,4.33
04-10-2020,33.5,27.1,0.3,2,17.1,272,4.45
05-10-2020,33.9,26.4,0,0,17.4,284,5.25
06-10-2020,33.4,26,0.4,4,15.8,210,5.02
07-10-2020,33.7,26.8,0.5,5,14.3,193,4.99
08-10-2020,32.6,26,2.6,4,16,175,4.84
09-10-2020,31.2,26,5.4,8,15.1,172,4.41
10-10-2020,28.6,25.3,28.5,17,10.5,30,2.07
11-10-2020,29.8,24.4,21.6,11,13.7,288,2.61
12-10-2020,31,25.1,1.5,6,13.6,258,3.14
13-10-2020,31.7,25.6,1.7,2,21.9,239,4.37
14-10-2020,32.9,26.1,0.2,2,18.2,223,5.44
15-10-2020,32.3,26.3,0,0,14.9,201,5.32
16-10-2020,32.1,26.2,3.8,5,11.3,78,4.35
17-10-2020,30.4,25.5,24.8,21,12.4,344,3.42
18-10-2020,29.2,24.9,12.1,16,11.5,294,2.78
19-10-2020,30.5,24.8,6.1,13,12.7,287,3.7
20-10-2020,28.3,25,26.2,15,12.6,302,2.04
21-10-2020,30.3,24.7,10.4,13,10.8,294,3.16
22-10-2020,31.9,24.9,18.6,12,10.6,220,4.23
23-10-2020,31.8,24.3,22.5,11,15.3,244,3.78
24-10-2020,32.1,25.3,2.1,3,13.7,251,4.14
25-10-2020,31,25.1,0,0,13.7,46,4.05
26-10-2020,30.8,25.1,0,0,16.1,18,4.29
27-10-2020,29,24.6,1.9,9,15.6,7,3.37
28-10-2020,28,24.5,9.4,10,21.8,13,3.29
29-10-2020,27,23.7,16,22,16.6,359,2.2
30-10-2020,30.3,23.7,0.3,3,17.8,16,4.43
31-10-2020,30.9,23.4,0,0,14.8,15,4.6
01-11-2020,30.8,23.2,0,0,12.7,49,4.38
02-11-2020,30.7,24.2,0.2,1,12.4,44,4.16
03-11-2020,30.4,24.6,0.5,4,16.4,32,4.01
04-11-2020,28.7,25.6,9.2,12,16.6,27,2.56
05-11-2020,29.8,24.8,7.5,16,14.4,56,3.79
06-11-2020,28.7,25.3,5,17,14.6,50,3.32
07-11-2020,28.6,25.4,5.7,19,17.7,37,3.05
08-11-2020,29.7,25.7,1,6,25,47,4.67
09-11-2020,29.4,25.1,0,0,23.3,25,5.23
10-11-2020,29,23.5,0.1,1,20.6,15,5.11
11-11-2020,27.8,23.8,6.4,21,20.6,7,2.85
12-11-2020,27.9,24.4,19.5,24,18.4,60,2.18
13-11-2020,28.5,25,8.4,23,17.9,51,2.82
14-11-2020,29.8,25.2,2,10,23.5,37,4.29
15-11-2020,27,25.4,25.4,24,19.3,72,1.48
16-11-2020,26,24.8,53.5,24,16.4,90,0.84
17-11-2020,28.7,24.3,10.2,21,22.2,58,3.37
18-11-2020,28.3,24.5,3.5,14,17.2,65,3.26
19-11-2020,29.3,25.3,1.1,9,15.9,72,3.87
20-11-2020,29.2,23.9,0.1,1,15.7,45,4.07
21-11-2020,28.4,22.6,0,0,14.3,22,4.1
22-11-2020,28.4,20.8,0,0,16.3,5,3.94
23-11-2020,29.1,24.4,1.7,8,24.5,24,3.8
24-11-2020,26.5,24.2,20,24,26.4,20,1.97
25-11-2020,26.3,24.3,97.3,24,46.1,34,1.31
26-11-2020,28,24.2,11.4,23,50.2,152,3.27
27-11-2020,28.1,22.1,2.1,8,25.6,237,3.5
28-11-2020,28,22.3,3,16,11.8,39,3.21
29-11-2020,27.6,23.7,4.1,22,16.8,37,2.9
30-11-2020,28.6,24.7,2,10,22.2,33,3.59
01-12-2020,28.7,24.1,0,0,24.4,26,4.57
02-12-2020,27.5,24.5,10.1,21,26.4,24,2.65
03-12-2020,25.3,24.2,57,24,26.1,49,1.16
04-12-2020,25.3,24.3,46.5,24,26.2,49,0.95
05-12-2020,26.7,24.4,18.9,24,26,40,1.71
06-12-2020,26.8,24.5,21.5,22,19.9,66,1.96
07-12-2020,26.4,24.3,29.7,24,19.1,70,1.85
08-12-2020,28.5,24.4,13.6,23,20,69,2.98
09-12-2020,28.3,24,5.9,11,16.7,55,3.15
10-12-2020,28,22.5,0,0,12.2,52,3.85
11-12-2020,27.9,21.8,0.1,1,16.6,22,3.71
12-12-2020,27.8,22.1,0,0,14.1,23,4.03
13-12-2020,27.6,21.1,0,0,13.3,23,3.5
14-12-2020,27.9,22.8,0,0,12.2,50,3.66
15-12-2020,27.9,23,1.2,9,22.3,42,3.96
16-12-2020,28.1,24.4,4.4,16,20.1,55,3.25
17-12-2020,28,25.2,1.1,9,20.9,49,3.35
18-12-2020,28,24.5,1,7,23.2,35,3.94
19-12-2020,28.1,24.8,0.2,2,19.7,53,4.26
20-12-2020,27.6,24.6,0,0,24.4,46,4.79
21-12-2020,26.9,23.7,0,0,24.1,37,4.88
22-12-2020,26.8,22.2,0,0,17.6,33,4.26
23-12-2020,26.9,22.3,0,0,19.4,34,4.14
24-12-2020,27.1,20.1,0,0,19.5,28,3.84
25-12-2020,27.3,22.6,0,0,17.7,27,4.45
26-12-2020,27.5,22.2,0,0,19.8,32,4.39
27-12-2020,28,23.2,0,0,20.6,24,4.26
28-12-2020,27.6,22.5,0,0,21.1,26,4.18
29-12-2020,28.2,24,0.3,3,20.4,36,3.41
30-12-2020,26.3,24,43.3,13,23.6,33,1.95
31-12-2020,27.8,24.8,0.9,8,25.7,49,4.17
01-01-2021,26.9,24.1,0.1,1,22,44,4.05
02-01-2021,25.4,23.9,15.7,16,21.1,37,1.79
03-01-2021,26.9,23.6,3.5,18,19.5,44,3.03
04-01-2021,26.7,23.6,4.5,16,19.5,49,3.07
05-01-2021,25.9,23.8,17.6,23,16.6,65,1.52
06-01-2021,26.9,23.3,16.1,23,15.5,85,2.28
07-01-2021,27.2,23.5,3.4,23,17.2,45,1.93
08-01-2021,27.8,23.7,4.2,18,13.5,56,2.81
09-01-2021,28,23.6,2,13,18.2,48,3.26
10-01-2021,28,24,0.9,8,19.1,35,2.82
11-01-2021,28,24,3,11,22.1,27,3.15
12-01-2021,28.1,24.3,0.9,7,22.7,33,3.48
13-01-2021,27.9,23.9,0.7,4,21.7,32,3.59
14-01-2021,27.2,23.8,1.6,10,21.9,42,3.02
15-01-2021,28.1,22.9,0,0,14.3,48,3.8
16-01-2021,27.6,21.7,0,0,12.7,53,3.97
17-01-2021,27.2,20.4,0,0,14,51,4.18
18-01-2021,27.8,23,0,0,18.9,45,3.98
19-01-2021,27.9,22.5,0,0,17.6,29,4.4
20-01-2021,27.9,22.4,0,0,14.6,26,3.05
21-01-2021,28.2,23.1,0.2,2,9.7,72,3.39
22-01-2021,28.5,22.9,1.1,7,11.6,92,3.65
23-01-2021,28.2,22.3,0.4,2,10.8,82,3.87
24-01-2021,28.1,21.6,0.3,2,12.6,73,3.55
25-01-2021,28,21.8,0.8,2,12.8,70,3.61
26-01-2021,27.9,20.1,0,0,13.4,50,4.25
27-01-2021,27.5,21.1,0,0,12.2,62,3.99
28-01-2021,28.1,22.5,0.8,5,18.4,57,3.98
29-01-2021,28.4,24,0.7,2,17.9,57,4.39
30-01-2021,28.4,23.6,0,0,15.3,53,4.3
31-01-2021,28.5,23.1,0,0,16.1,61,4.42
01-02-2021,28.5,23.3,0,0,20.2,48,4.63
02-02-2021,28.2,22.2,0.5,5,19.5,56,4.24
03-02-2021,27.9,22.8,0,0,18.6,51,4.47
04-02-2021,28.2,21.2,0,0,18.5,54,4.89
05-02-2021,27.8,20.9,0,0,16.1,42,4.75
06-02-2021,28,20.4,0,0,18.4,45,4.8
07-02-2021,28.7,19.5,0,0,19.1,24,4.76
08-02-2021,28.2,20.4,0,0,20.4,45,4.77
09-02-2021,28.4,23.7,0,0,17.9,56,5.47
10-02-2021,28,19.5,0,0,13.1,59,4.8
11-02-2021,28.2,20.1,0,0,12.6,77,4.81
12-02-2021,28.1,20.7,0,0,13.8,39,5.02
13-02-2021,28.5,21.1,0,0,15.5,59,4.67
14-02-2021,28.3,20.5,0,0,17.2,64,4.51
15-02-2021,28.6,19.9,0,0,15.6,74,4.76
16-02-2021,28.9,20.5,0,0,14.1,102,4.77
17-02-2021,28.3,21.3,0,0,14.4,92,4.64
18-02-2021,28.7,24,0,0,16.9,74,5.46
19-02-2021,27.9,23,4.8,15,20.2,48,3.8
20-02-2021,27.1,22.3,4.6,17,18.3,34,3.19
21-02-2021,26.4,22,11.3,16,17.4,65,2.5
22-02-2021,28.4,23.3,0.6,4,16.8,40,4.19
23-02-2021,28.8,21.9,0,0,15.6,44,4.37
24-02-2021,28.9,20.8,0,0,11.6,112,4.64
25-02-2021,28.9,20.6,0,0,13.4,132,4.63
26-02-2021,30.3,21,0,0,12.5,170,4.84
27-02-2021,30.5,21.6,0,0,16.7,175,4.8
28-02-2021,29.4,20.7,0,0,15.2,169,4.67
01-03-2021,30.3,21.2,0,0,17.6,170,4.93
02-03-2021,30.5,22.1,0,0,14.8,173,4.9
03-03-2021,29.4,21.4,0,0,12.7,163,4.82
04-03-2021,28.7,20.6,0,0,12.7,147,4.77
05-03-2021,29.8,20.6,0,0,12.7,96,5.08
06-03-2021,29.6,21.8,0,0,15.1,142,4.98
07-03-2021,30.3,22.8,0,0,13,148,4.92
08-03-2021,29.7,23.1,0,0,14.1,109,4.91
09-03-2021,30.3,23.2,0.1,1,15.3,84,5.01
10-03-2021,30.4,24.4,0.5,4,14.8,104,4.97
11-03-2021,30.4,24.3,0,0,15.1,139,5.28
12-03-2021,29.5,21.6,0,0,13.2,133,5.03
13-03-2021,30.1,21.4,0,0,14,75,5.17
14-03-2021,31.3,22,0,0,13.2,117,5.34
15-03-2021,31.6,22.4,0,0,16.4,108,5.32
16-03-2021,30.9,22.9,0,0,15.7,117,5.11
17-03-2021,30.5,22.3,0,0,14.8,152,4.99
18-03-2021,30.6,23.2,0,0,13.7,124,5.05
19-03-2021,30.3,23,0,0,16.6,131,5.19
20-03-2021,30.6,22,0,0,16.6,145,5.2
21-03-2021,31.2,22.6,0,0,13.1,137,4.14
22-03-2021,30.8,22.6,0,0,13.6,142,5.24
23-03-2021,30.6,22.4,0,0,14.3,103,5.08
24-03-2021,31.2,23.4,0,0,14.8,95,5.19
25-03-2021,31.6,23.4,0,0,13.9,125,5.33
26-03-2021,32,23.8,0,0,14.5,121,5.12
27-03-2021,32.4,24,0,0,16.5,144,5.41
28-03-2021,32,23.8,0,0,19.7,161,5.38
29-03-2021,32.8,25.4,0,0,22.3,174,5.64
30-03-2021,35.5,25.2,0,0,21,184,6.13
31-03-2021,35.4,24.7,0,0,25,182,6.13
01-04-2021,35.9,26.4,0,0,24.8,179,6.23
02-04-2021,37.7,27.6,0,0,19.3,187,6.79
03-04-2021,35.9,26.7,0,0,25,172,5.99
04-04-2021,33.1,26.7,0,0,15.6,141,5.32
05-04-2021,32.7,27,0,0,15.8,123,5.53
06-04-2021,32.4,25.8,0.1,1,18.9,141,5.33
07-04-2021,32,24.8,0,0,20.6,156,5.68
08-04-2021,32.2,24.8,0,0,22.7,167,5.78
09-04-2021,32.1,24.2,0,0,20.2,159,5.96
10-04-2021,31.7,25.2,0.8,7,19.1,140,5.42
11-04-2021,31.4,25.4,0.6,4,16.6,131,5.03
12-04-2021,32,26.4,0.2,2,18.6,140,5.4
